Date,Open,High,Low,Close,Volume,Adj Close
2011-02-14,470.00,485.00,465.00,483.00,54900,449.72
2011-02-07,447.00,480.00,446.23,465.50,88700,433.42
2011-01-31,455.00,467.25,445.00,453.00,28100,421.79
2011-01-24,450.00,457.00,445.00,455.00,18100,423.65
2011-01-17,450.00,457.00,435.00,449.50,30900,418.53
2011-01-10,437.00,462.00,433.00,433.00,19000,403.16
2011-01-04,455.00,461.75,433.75,437.00,18300,406.89
2010-12-27,455.00,455.00,436.00,455.00,3300,423.65
2010-12-20,442.75,455.00,429.28,455.00,22900,423.65
2010-12-13,424.00,444.00,423.25,443.00,25400,412.47
2010-12-06,425.00,441.25,414.50,438.00,52600,407.82
2010-11-29,410.00,428.00,401.49,428.00,33600,391.25
2010-11-22,398.00,425.00,387.25,416.50,69300,380.74
2010-11-15,375.25,397.75,375.25,385.50,32400,352.40
2010-11-08,390.00,398.00,375.25,379.75,15000,347.15
2010-11-01,385.00,398.00,380.00,398.00,40800,363.83
2010-10-25,389.75,390.00,375.00,390.00,35200,356.52
2010-10-18,388.75,390.79,375.00,389.75,15300,356.29
2010-10-11,375.25,390.50,370.00,380.00,26800,347.38
2010-10-04,396.75,398.00,374.51,386.25,27500,353.09
2010-09-27,389.75,397.00,370.00,391.00,14200,357.43
2010-09-20,388.75,389.75,365.00,389.50,25500,356.06
2010-09-13,374.00,398.00,367.00,367.00,67800,335.49
2010-09-06,359.76,374.00,356.00,374.00,24700,341.89
2010-08-30,366.75,370.00,351.25,370.00,27100,338.23
2010-08-23,356.00,370.00,350.00,366.75,23500,335.26
2010-08-16,363.43,373.63,344.15,356.25,24700,325.66
2010-08-09,397.50,405.25,368.75,368.75,53400,337.09
2010-08-02,364.75,402.50,355.57,397.75,103700,363.60
2010-07-26,354.75,365.00,342.00,365.00,42900,333.66
2010-07-19,350.00,352.36,340.00,345.00,38200,315.38
2010-07-12,350.00,360.00,340.00,340.00,75000,310.81
2010-07-05,335.25,353.75,327.00,353.75,23800,310.80
2010-06-28,346.00,350.54,327.45,340.00,31300,298.72
2010-06-21,358.75,362.00,345.29,347.50,43100,305.31
2010-06-14,342.00,360.50,337.25,360.50,72200,316.73
2010-06-07,335.50,351.25,330.26,351.25,59100,308.61
2010-05-31,315.75,343.00,315.75,340.00,95800,298.72
2010-05-24,329.50,335.00,313.25,315.75,46800,277.42
2010-05-17,320.00,329.75,312.00,328.00,44700,288.18
2010-05-10,315.50,323.00,306.25,320.00,32100,281.15
2010-05-03,312.00,340.00,303.50,315.50,78900,277.20
2010-04-26,304.50,312.00,295.74,312.00,32100,274.12
2010-04-19,297.00,308.00,296.55,300.00,103400,263.58
2010-04-12,300.00,307.00,294.50,307.00,29700,269.73
2010-04-05,303.50,305.59,292.50,300.50,42600,264.02
2010-03-29,285.25,303.50,285.00,303.50,37300,266.65
2010-03-22,286.00,297.50,285.75,293.75,34300,258.09
2010-03-15,286.00,300.00,284.48,289.00,39400,253.91
2010-03-08,283.75,290.50,280.00,290.00,77600,254.79
2010-03-01,301.00,312.00,277.00,312.00,54500,274.12
2010-02-22,301.00,301.56,296.96,301.00,27300,264.46
2010-02-15,293.00,303.00,290.00,302.00,91100,265.34
2010-02-08,292.00,298.00,279.00,282.00,107800,247.76
2010-02-01,299.00,303.50,292.00,292.00,79400,256.55
2010-01-25,302.00,302.00,293.00,300.00,32500,263.58
2010-01-18,301.50,302.00,291.25,298.25,47400,262.04
2010-01-11,300.00,302.00,291.00,302.00,59000,265.34
2010-01-04,297.00,306.00,291.00,302.00,38400,265.34
2009-12-29,300.75,306.00,292.00,297.75,50700,261.60
2009-12-21,300.95,302.00,287.00,299.75,12400,263.36
2009-12-14,300.00,302.00,287.00,290.75,7700,255.45
2009-12-07,308.00,309.00,290.00,295.75,77700,259.84
2009-11-30,296.25,308.25,287.00,302.50,56800,258.76
2009-11-23,308.50,318.00,280.00,298.75,119200,255.56
2009-11-16,301.00,311.38,296.87,302.00,40600,258.34
2009-11-09,310.00,310.00,298.00,302.00,27600,258.34
2009-11-02,309.00,315.00,296.75,300.00,48900,256.63
2009-10-26,325.00,328.33,298.10,304.75,78800,260.69
2009-10-19,329.00,329.00,314.50,321.00,52100,274.59
2009-10-12,317.00,332.50,314.10,326.25,35100,279.08
2009-10-05,306.50,323.00,302.00,320.00,29400,273.73
2009-09-28,309.00,322.00,298.57,308.25,71700,263.68
2009-09-21,305.00,315.00,293.00,314.00,32900,268.60
2009-09-14,300.00,305.00,288.71,302.00,64000,258.34
2009-09-07,297.50,300.00,283.83,299.75,32300,256.41
2009-08-31,292.00,295.00,280.00,287.00,28900,245.50
2009-08-24,292.50,292.50,280.00,292.00,10100,249.78
2009-08-17,283.00,293.00,280.00,282.00,10500,241.23
2009-08-10,282.50,294.00,282.00,283.00,87400,242.08
2009-08-03,286.00,286.00,268.25,281.00,17700,240.37
2009-07-27,287.25,293.75,276.00,281.00,26200,240.37
2009-07-20,290.00,300.00,285.50,285.50,9500,244.22
2009-07-13,291.25,302.25,290.00,290.25,32800,248.28
2009-07-06,290.00,304.00,283.00,290.00,82000,248.07
2009-06-29,280.25,296.00,273.25,292.75,37600,239.98
2009-06-22,280.50,288.00,273.00,280.00,40400,229.53
2009-06-15,274.75,290.00,267.50,277.50,226700,227.48
2009-06-08,281.00,300.62,263.00,270.00,271400,221.33
2009-06-01,279.50,295.00,252.75,272.75,137200,223.59
2009-05-25,292.00,307.00,275.70,277.25,42800,227.27
2009-05-18,305.00,330.00,285.00,292.00,114800,239.37
2009-05-11,282.50,305.25,282.50,299.75,88800,245.72
2009-05-04,292.00,309.00,275.00,285.00,82400,233.63
2009-04-27,277.00,302.00,276.00,292.00,51600,239.37
2009-04-20,290.75,293.75,266.00,283.75,106100,232.60
2009-04-13,294.00,304.50,284.50,287.50,45700,235.68
2009-04-06,303.50,310.00,291.50,294.00,29100,241.01
2009-03-30,295.00,309.00,292.00,302.25,80600,247.77
2009-03-23,310.50,319.00,295.00,300.00,48400,245.92
2009-03-16,331.00,337.00,308.25,311.50,43800,255.35
2009-03-09,329.00,340.00,322.00,330.00,39100,270.52
2009-03-02,320.00,340.00,315.00,339.50,139100,278.30
2009-02-23,322.00,335.00,315.00,330.00,30700,270.52
2009-02-16,338.50,346.25,320.00,320.00,172200,262.32
2009-02-09,340.00,353.50,323.25,353.50,48400,289.78
2009-02-02,318.00,335.00,301.00,326.00,19300,267.24
2009-01-26,315.00,335.00,305.00,318.00,42700,260.68
2009-01-19,325.00,325.00,303.00,305.00,194900,250.02
2009-01-12,301.00,325.00,297.00,312.00,47300,255.76
2009-01-05,318.00,320.00,295.50,300.00,65300,245.92
2008-12-29,316.50,320.00,303.00,315.00,15900,258.22
2008-12-22,317.00,332.00,306.25,311.50,25300,255.35
2008-12-15,325.75,325.75,298.00,320.50,186100,262.73
2008-12-08,348.75,355.00,328.25,333.00,63200,272.98
2008-12-01,359.75,362.00,340.00,348.00,84900,281.12
2008-11-24,334.00,359.00,323.50,359.00,109700,290.00
2008-11-17,325.00,339.98,318.25,330.50,66500,266.98
2008-11-10,330.00,334.75,320.00,324.50,18300,262.13
2008-11-03,317.00,335.00,308.50,328.75,13800,265.57
2008-10-27,300.00,316.80,260.00,308.00,86100,248.80
2008-10-20,322.00,340.00,301.00,307.50,31800,248.40
2008-10-13,312.50,333.00,309.50,321.00,18600,259.31
2008-10-06,336.00,345.00,300.00,315.00,21200,254.46
2008-09-29,323.50,350.25,315.00,349.50,71600,282.33
2008-09-22,331.75,355.00,320.00,330.00,164000,266.58
2008-09-15,360.00,362.75,329.00,331.75,246900,267.99
2008-09-08,374.00,390.00,358.25,363.00,39200,293.23
2008-09-01,339.00,395.00,332.80,377.50,197900,304.95
2008-08-25,340.75,345.00,327.00,335.00,37900,270.61
2008-08-18,332.00,352.00,310.00,340.75,53900,275.26
2008-08-11,347.50,350.00,327.00,328.00,59200,264.96
2008-08-04,338.25,357.25,334.25,351.75,53900,284.15
2008-07-28,331.50,348.50,322.25,343.75,49800,277.68
2008-07-21,331.00,353.00,308.30,327.75,66700,264.76
2008-07-14,320.00,337.00,288.50,326.00,85300,263.34
2008-07-07,276.50,320.00,275.25,315.00,71800,254.46
2008-06-30,305.00,305.00,252.00,282.00,86400,220.12
2008-06-23,332.00,333.00,305.00,310.00,31700,241.98
2008-06-16,326.00,335.00,313.50,327.25,32900,255.45
2008-06-09,350.00,350.00,327.00,330.00,82500,257.59
2008-06-02,326.00,350.00,320.00,349.00,59700,272.42
2008-05-26,335.00,368.00,330.00,330.00,127900,257.59
2008-05-19,310.25,335.00,309.69,335.00,77600,261.50
2008-05-12,317.00,325.00,310.00,310.25,37900,242.18
2008-05-05,310.00,328.00,310.00,320.00,101100,249.79
2008-04-28,300.00,317.00,290.00,310.00,250600,241.98
2008-04-21,280.00,300.50,276.00,300.00,61000,234.17
2008-04-14,266.00,280.00,262.70,279.00,35500,217.78
2008-04-07,263.50,285.45,263.50,273.00,114100,213.10
2008-03-31,242.00,270.00,239.00,269.00,91600,209.98
2008-03-24,227.50,243.00,227.50,239.00,38200,186.56
2008-03-17,244.00,244.00,222.00,227.50,31000,177.58
2008-03-10,246.25,251.37,242.00,247.00,35000,192.80
2008-03-03,235.00,253.00,223.00,245.00,87300,191.24
2008-02-25,250.00,260.00,234.50,234.50,55300,183.05
2008-02-18,248.00,258.00,244.00,255.00,55400,199.05
2008-02-11,224.50,257.00,220.00,251.00,300200,195.93
2008-02-04,203.25,227.25,200.00,225.00,111800,175.63
2008-01-28,196.75,205.00,194.10,205.00,112200,160.02
2008-01-21,194.50,202.00,185.00,199.00,91000,155.34
2008-01-14,200.25,204.95,191.00,199.00,37700,155.34
2008-01-07,188.50,205.00,187.78,203.00,285200,158.46
2007-12-31,185.00,189.18,181.00,186.00,483000,145.19
2007-12-24,183.00,185.25,180.07,184.75,6900,144.21
2007-12-17,186.00,188.00,173.50,182.00,54000,142.07
2007-12-10,186.50,191.75,182.00,186.00,55700,145.19
2007-12-03,188.00,197.25,167.50,186.50,260900,142.52
2007-11-26,149.75,188.55,145.50,184.25,166300,140.80
2007-11-19,152.00,153.80,134.25,149.50,185100,114.24
2007-11-12,153.00,157.46,149.00,149.00,24100,113.86
2007-11-05,161.00,162.80,153.00,157.00,36700,119.97
2007-10-29,159.00,164.50,157.00,160.00,75400,122.27
2007-10-22,170.00,171.75,158.25,160.00,147300,122.27
2007-10-15,176.25,177.00,171.00,176.50,9900,134.88
2007-10-08,175.00,176.50,170.75,173.00,35600,132.20
2007-10-01,180.00,185.00,175.00,175.25,21500,133.92
2007-09-24,181.75,185.00,179.50,180.00,82700,137.55
2007-09-17,178.00,182.00,176.00,176.00,508000,134.49
2007-09-10,183.00,183.00,175.00,178.00,52700,136.02
2007-09-03,182.00,192.00,181.35,185.00,29500,141.37
2007-08-27,170.00,184.00,170.00,181.00,337900,138.31
2007-08-20,170.25,175.00,163.00,170.00,132600,129.91
2007-08-13,175.29,177.00,168.00,171.75,108700,131.25
2007-08-06,176.00,177.00,170.00,173.50,260000,132.58
2007-07-30,172.25,179.00,171.05,175.75,41800,134.30
2007-07-23,181.00,184.50,171.00,175.00,519300,133.73
2007-07-16,195.00,196.75,182.00,182.75,512700,139.65
2007-07-09,204.00,207.75,195.00,197.50,43400,150.92
2007-07-02,205.25,210.00,202.00,208.00,84200,154.34
2007-06-25,199.00,209.50,195.00,208.50,99200,154.71
2007-06-18,194.00,199.00,193.00,198.00,89500,146.92
2007-06-11,195.00,198.50,192.00,197.75,158000,146.73
2007-06-04,195.00,210.00,189.00,195.00,117100,144.69
2007-05-28,194.75,202.00,188.00,193.00,127300,143.21
2007-05-21,195.00,197.12,190.00,194.75,166700,144.51
2007-05-14,201.00,204.64,193.20,195.75,146100,145.25
2007-05-07,213.00,215.00,200.00,202.75,40100,150.44
2007-04-30,218.00,218.25,208.00,213.00,44600,158.05
2007-04-23,202.00,223.00,201.25,220.25,120200,163.43
2007-04-16,202.00,202.00,196.00,201.00,89600,149.15
2007-04-09,213.75,213.75,200.00,201.00,42400,149.15
2007-04-02,195.00,214.00,191.00,213.75,111100,158.61
2007-03-26,200.00,203.00,195.00,197.25,118200,146.36
2007-03-19,198.25,200.96,177.25,200.75,109200,148.96
2007-03-12,208.75,215.94,196.00,196.00,36300,145.44
2007-03-05,212.00,212.00,194.05,210.25,85100,156.01
2007-02-26,214.00,219.75,203.00,210.00,151100,155.82
2007-02-19,203.00,213.38,202.00,212.75,325900,157.86
2007-02-12,230.25,232.82,202.00,202.00,1525100,149.89
2007-02-05,202.00,232.12,200.27,232.00,297900,172.15
2007-01-29,201.75,204.97,198.00,200.75,23000,148.96
2007-01-22,200.00,204.72,197.03,203.25,827800,150.82
2007-01-15,203.00,207.00,193.50,198.25,167200,147.11
2007-01-08,195.00,210.00,195.00,204.00,391800,151.37
2007-01-01,192.00,206.90,191.25,200.00,407400,146.94
2006-12-25,193.00,195.25,190.00,192.00,12900,141.07
2006-12-18,192.75,194.45,174.00,193.00,129500,141.80
2006-12-11,153.00,202.00,151.00,193.00,255800,141.80
2006-12-04,145.00,152.50,143.55,150.50,115000,110.58
2006-11-27,140.00,145.50,137.50,145.00,110900,106.53
2006-11-20,142.00,145.00,135.00,143.50,42800,105.43
2006-11-13,148.00,150.00,142.75,142.75,54700,104.88
2006-11-06,143.00,151.95,141.00,143.25,38800,105.25
2006-10-30,140.50,143.95,139.00,139.50,184300,102.49
2006-10-23,151.00,151.00,138.00,142.00,33600,104.33
2006-10-16,151.00,155.00,151.00,152.00,17100,111.68
2006-10-09,142.00,152.75,140.70,152.00,48200,111.68
2006-10-02,143.00,145.48,137.00,140.00,39300,102.86
2006-09-25,134.00,148.00,132.38,145.00,35200,106.53
2006-09-18,131.50,136.00,128.00,133.50,75900,98.09
2006-09-11,135.00,135.00,127.00,130.00,47200,95.51
2006-09-04,140.00,143.00,135.00,137.00,12300,100.66
2006-08-28,140.75,145.00,137.00,143.00,14300,105.06
2006-08-21,146.75,146.75,138.08,140.75,45300,103.41
2006-08-14,124.00,147.90,120.00,145.50,187000,106.90
2006-08-07,125.00,125.00,113.50,121.00,219400,88.90
2006-07-31,126.50,126.90,122.00,122.00,12400,89.64
2006-07-24,121.00,130.00,121.00,123.25,111100,90.55
2006-07-17,126.75,126.90,120.00,122.00,50700,89.64
2006-07-10,118.00,127.00,116.50,125.00,119800,91.84
2006-07-03,113.00,118.00,112.00,117.75,15900,86.51
2006-06-26,119.80,119.80,111.25,115.00,15100,83.75
2006-06-19,116.25,122.00,114.00,119.75,38200,87.21
2006-06-12,126.50,126.90,109.00,115.25,114800,83.93
2006-06-05,101.50,128.00,100.00,126.25,362900,91.94
2006-05-29,102.00,102.00,100.00,101.00,14600,73.55
2006-05-22,100.00,102.00,99.00,102.00,159700,74.28
2006-05-15,107.00,107.00,87.00,101.00,172300,73.55
2006-05-08,110.10,114.25,106.00,106.50,49200,77.56
2006-05-01,116.25,117.00,110.10,112.75,24100,82.11
2006-04-24,118.00,125.75,111.10,116.25,91100,84.66
2006-04-17,126.00,127.00,116.00,121.00,100000,88.12
2006-04-10,133.00,134.25,122.00,126.00,38200,91.76
2006-04-03,140.25,143.90,133.00,134.50,214600,97.95
2006-03-27,132.00,143.65,130.00,142.75,324700,103.96
2006-03-20,133.00,134.90,125.00,133.00,69000,96.86
2006-03-13,126.00,134.95,123.00,133.50,186500,97.22
2006-03-06,132.50,133.90,123.00,125.50,196800,91.39
2006-02-27,152.00,152.03,124.00,131.25,258500,95.58
2006-02-20,162.00,164.50,152.00,153.75,197300,111.97
2006-02-13,167.00,176.50,154.00,162.00,644900,117.98
2006-02-06,155.00,170.00,155.00,167.25,174500,121.80
2006-01-30,167.00,168.80,148.00,155.00,86200,112.88
2006-01-23,145.00,171.50,141.00,166.00,260500,120.89
2006-01-16,142.00,147.75,138.50,146.50,159300,106.69
2006-01-09,155.00,155.00,137.00,141.00,125100,102.68
2006-01-02,135.00,158.00,134.00,152.25,96200,110.88
2005-12-26,136.00,137.90,135.00,135.00,11200,98.31
2005-12-19,135.00,138.00,134.00,136.00,42100,99.04
2005-12-12,139.50,142.90,130.00,135.50,120600,98.68
2005-12-05,137.00,139.78,133.00,138.00,50000,100.50
2005-11-28,129.00,143.25,128.50,136.00,207300,99.04
2005-11-21,152.00,152.80,103.00,128.50,501200,93.58
2005-11-14,172.00,177.00,143.00,151.00,153800,109.97
2005-11-07,170.00,177.95,160.00,168.75,147100,122.89
2005-10-31,148.00,167.00,144.50,166.00,192300,120.89
2005-10-24,133.00,150.00,130.00,146.50,258200,106.69
2005-10-17,124.00,141.00,120.50,131.25,172900,95.58
2005-10-10,132.00,132.75,118.00,122.00,128200,88.85
2005-10-03,135.00,145.00,128.00,130.50,99700,95.04
2005-09-26,144.00,148.00,132.00,134.50,107800,97.95
2005-09-19,127.00,142.00,125.03,140.25,342100,102.14
2005-09-12,145.00,146.00,117.05,124.00,230400,90.30
2005-09-05,153.00,156.80,143.00,144.50,118700,105.23
2005-08-29,156.50,158.60,153.00,154.25,67800,112.33
2005-08-22,150.00,160.00,148.50,156.50,99900,113.97
2005-08-15,150.00,154.25,147.00,150.50,76400,109.60
2005-08-08,164.50,166.75,147.00,152.00,120300,110.69
2005-08-01,153.25,168.50,150.00,164.50,182100,119.80
2005-07-25,166.00,166.00,150.10,153.50,123900,111.79
2005-07-18,172.00,177.95,162.00,165.50,207900,120.52
2005-07-11,179.00,183.50,165.05,174.00,147400,126.71
2005-07-04,165.00,190.00,161.00,179.50,186300,130.72
2005-06-27,173.50,174.00,140.00,165.00,1535600,120.16
2005-06-20,189.00,190.60,165.00,173.50,144000,126.35
2005-06-13,190.00,201.09,185.15,190.00,527800,133.74
2005-06-06,229.00,236.91,180.00,190.00,507000,133.74
2005-05-30,223.95,233.00,221.00,229.00,27500,161.19
2005-05-23,217.50,232.00,217.00,223.95,000,157.64
2005-05-16,226.00,227.90,203.99,210.17,12700,147.94
2005-05-09,210.66,228.00,213.50,222.48,000,156.60
2005-05-02,214.60,222.50,201.80,210.66,20100,148.29
2005-04-25,231.00,234.25,213.00,214.60,000,151.06
2005-04-18,225.00,232.81,206.04,232.00,000,163.31
2005-04-11,226.50,241.18,219.52,225.43,000,158.68
2005-04-04,203.50,226.41,189.00,222.97,000,156.95
2005-03-28,184.58,194.70,167.35,189.50,000,133.39
2005-03-21,217.00,216.00,184.58,184.58,000,129.92
2005-03-14,215.00,227.00,210.00,214.60,000,151.06
2005-03-07,230.00,232.00,210.00,211.65,000,148.98
2005-02-28,240.50,247.00,225.00,226.41,000,159.37
2005-02-21,241.50,249.50,225.50,236.75,000,166.65
2005-02-14,253.00,258.00,234.63,237.74,000,167.34
2005-02-07,240.00,258.00,237.00,249.05,000,175.31
2005-01-31,250.00,255.00,225.00,237.24,6000,167.00
2005-01-24,257.00,261.50,245.00,246.10,000,173.23
2005-01-17,245.00,262.00,235.00,252.99,000,178.08
2005-01-10,235.00,250.00,226.41,241.18,000,169.77
2005-01-03,219.03,240.00,218.10,231.34,000,162.84
2004-12-27,215.59,227.00,210.66,219.03,000,150.69
2004-12-20,216.08,224.00,215.00,215.59,19700,148.32
2004-12-13,241.00,263.00,199.34,216.08,000,148.66
2004-12-06,263.50,264.62,235.00,236.75,3400,162.88
2004-11-29,269.50,270.50,254.47,259.39,000,178.46
2004-11-22,286.50,289.00,261.73,265.30,9200,182.52
2004-11-15,290.00,299.00,282.03,282.03,000,194.03
2004-11-08,294.00,299.00,284.49,285.48,000,196.40
2004-11-01,282.50,298.00,282.03,289.42,000,199.11
2004-10-25,282.50,287.00,273.67,278.10,4000,191.32
2004-10-18,279.00,287.00,266.77,278.10,000,191.32
2004-10-11,284.00,288.00,265.79,273.67,000,188.28
2004-10-04,286.00,298.00,279.50,279.57,000,192.34
2004-09-27,281.00,287.00,275.63,279.08,000,192.00
2004-09-20,275.63,287.00,268.74,276.62,19800,190.31
2004-09-13,275.00,307.00,270.71,275.63,36000,189.63
2004-09-06,248.00,282.50,244.13,270.71,50600,186.24
2004-08-30,242.16,254.00,231.34,245.12,5100,168.64
2004-08-23,249.50,257.00,242.16,242.16,000,166.60
2004-08-16,242.00,255.00,228.38,244.62,4600,168.30
2004-08-09,239.70,245.25,235.00,238.23,000,163.89
2004-08-02,269.00,274.00,240.87,241.18,000,165.93
2004-07-26,270.00,280.00,264.81,264.81,000,182.18
2004-07-19,281.00,285.00,263.00,266.28,000,183.20
2004-07-12,274.00,288.00,268.04,276.32,000,190.10
2004-07-05,273.50,276.00,243.64,266.40,000,183.28
2004-06-28,290.00,289.00,265.00,270.71,28100,186.24
2004-06-21,301.00,304.00,282.03,283.02,000,194.71
2004-06-14,313.50,317.00,295.00,298.64,000,201.56
2004-06-07,320.00,335.00,308.61,308.61,000,208.29
2004-05-31,296.80,320.00,293.85,311.57,000,210.28
2004-05-24,310.00,314.00,294.34,296.80,000,200.32
