Date,Open,High,Low,Close,Volume,Adj Close
2004-06-28,161.94,277.26,136.00,136.00,64293200,102.91
2004-06-21,165.60,172.69,138.86,140.91,000,106.63
2004-06-14,168.11,169.14,143.54,145.03,000,109.74
2004-06-07,165.60,169.83,144.00,148.00,000,111.99
2004-05-31,146.63,181.83,142.86,143.43,000,108.53
2004-05-24,177.60,251.66,146.63,146.63,84300500,110.13
2004-05-17,174.06,180.23,152.91,155.77,000,116.99
2004-05-10,176.69,182.86,153.49,153.49,000,115.28
2004-05-03,156.57,188.11,156.57,159.43,000,119.74
2004-04-26,180.23,185.49,156.57,156.57,29962400,117.59
2004-04-19,176.00,184.11,156.57,157.14,000,118.02
2004-04-12,151.20,195.89,149.71,153.71,20367500,115.45
2004-04-05,174.97,175.77,143.89,151.20,000,113.56
2004-03-29,169.83,174.74,147.20,151.43,000,113.73
2004-03-22,169.83,182.86,142.86,147.77,000,110.98
2004-03-15,175.31,176.00,133.83,148.91,50896100,111.84
2004-03-08,179.31,180.80,150.63,152.57,000,114.59
2004-03-01,175.66,180.23,154.06,156.57,30633400,117.59
2004-02-23,182.51,182.86,153.49,153.49,40629200,115.28
2004-02-16,172.46,186.74,151.43,158.29,000,118.88
2004-02-09,154.51,179.54,150.63,155.43,000,116.73
2004-02-02,179.54,180.57,110.97,154.06,000,115.70
2004-01-26,185.14,193.26,157.14,157.14,72376800,118.02
2004-01-19,189.37,194.63,165.49,165.49,59614100,124.29
2004-01-12,192.00,196.23,164.91,164.91,000,123.86
2004-01-05,183.20,196.23,161.26,169.49,000,127.29
2003-12-29,180.23,184.11,156.57,159.77,000,120.00
2003-12-22,177.60,183.20,156.57,158.63,000,119.14
2003-12-15,180.57,182.17,152.91,155.43,000,116.73
2003-12-08,177.26,233.37,153.71,156.34,000,117.42
2003-12-01,174.97,182.51,155.43,155.43,000,116.73
2003-11-24,172.46,181.83,152.57,152.57,000,114.59
2003-11-17,163.54,193.26,143.43,150.63,000,112.45
2003-11-10,163.31,173.71,140.91,145.49,000,108.61
2003-11-03,161.94,165.26,139.77,143.77,000,107.33
2003-10-27,158.06,164.91,136.80,141.49,000,105.63
2003-10-20,161.94,162.97,137.49,137.49,47596300,102.64
2003-10-13,143.66,167.89,142.06,142.29,000,106.22
2003-10-06,160.69,177.60,140.57,143.09,000,106.82
2003-09-29,160.00,163.09,137.14,140.91,000,105.20
2003-09-22,160.34,172.11,140.00,140.00,000,104.52
2003-09-15,160.00,164.57,141.14,141.14,77359900,105.37
2003-09-08,156.11,163.89,138.63,140.00,000,104.52
2003-09-01,153.49,203.43,129.26,136.00,38049600,101.53
2003-08-25,135.20,160.11,131.66,132.34,000,98.80
2003-08-18,161.03,244.57,135.20,135.20,29594800,100.93
2003-08-11,155.09,163.31,135.20,140.34,000,104.77
2003-08-04,149.83,156.23,131.43,135.20,000,100.93
2003-07-28,158.74,183.20,131.43,131.43,000,98.12
2003-07-21,153.49,158.97,128.57,135.77,000,101.36
2003-07-14,155.43,158.97,133.14,133.14,000,99.40
2003-07-07,153.49,158.97,134.29,134.63,000,100.51
2003-06-30,158.74,159.54,133.71,136.34,000,101.79
2003-06-23,137.49,166.86,130.63,139.20,000,103.92
2003-06-16,139.77,143.43,139.43,140.57,000,104.94
2003-06-09,144.91,165.71,139.77,139.77,58263700,104.35
2003-06-02,151.20,155.09,146.86,146.86,000,109.64
2003-05-26,143.43,174.97,140.00,151.43,000,112.37
2003-05-19,137.14,144.91,137.14,143.43,000,106.44
2003-05-12,137.71,143.66,137.71,140.57,000,104.31
2003-05-05,139.43,161.60,135.20,137.71,000,102.19
2003-04-28,145.14,163.89,136.57,139.43,000,103.47
2003-04-21,140.00,167.43,140.00,143.77,70625100,106.69
2003-04-14,139.20,194.97,139.20,140.00,32667200,103.89
2003-04-07,141.14,162.63,137.14,137.71,29206200,102.19
2003-03-31,129.14,151.54,73.83,136.57,000,101.35
2003-03-24,134.86,137.71,130.86,131.43,000,97.53
2003-03-17,134.86,156.11,134.86,138.86,000,103.04
2003-03-10,120.00,222.06,115.43,131.20,30844700,97.36
2003-03-03,130.51,132.23,124.00,124.00,000,92.02
2003-02-24,132.57,148.80,128.34,130.06,000,96.51
2003-02-17,134.63,153.83,130.29,134.63,000,99.91
2003-02-10,128.34,151.54,128.34,131.43,000,97.53
2003-02-03,129.71,148.91,124.34,128.91,000,95.66
2003-01-27,126.86,152.80,122.06,124.57,000,92.44
2003-01-20,134.29,159.77,131.20,131.20,000,97.36
2003-01-13,141.14,256.69,136.00,136.00,130381300,100.92
2003-01-06,139.43,206.06,135.77,139.43,72101300,103.47
2002-12-30,128.57,154.17,128.57,135.20,000,100.33
2002-12-23,131.43,149.83,126.51,126.51,000,93.88
2002-12-16,132.91,152.80,126.06,129.71,000,96.26
2002-12-09,130.86,152.69,128.57,128.57,000,95.41
2002-12-02,141.49,274.63,133.71,133.71,78787300,99.23
2002-11-25,140.57,164.91,133.94,139.43,000,103.47
2002-11-18,135.43,164.91,117.60,145.14,000,107.71
2002-11-11,112.57,152.46,112.57,132.00,000,97.37
2002-11-04,123.20,142.40,113.49,113.49,000,83.72
2002-10-28,122.29,141.60,113.49,113.49,000,83.72
2002-10-21,110.86,242.63,110.86,117.71,189340300,86.83
2002-10-14,107.43,132.91,107.43,113.49,000,83.72
2002-10-07,98.63,156.69,98.63,111.43,53688300,82.20
2002-09-30,93.14,143.66,93.14,102.86,000,75.88
2002-09-23,96.34,169.83,94.06,100.91,80871800,74.44
2002-09-16,104.23,123.09,75.09,101.71,000,75.03
2002-09-09,107.77,130.97,103.20,103.20,000,76.13
2002-09-02,114.06,134.51,106.63,111.43,000,82.20
2002-08-26,124.34,145.03,117.71,118.29,000,87.26
2002-08-19,124.34,144.69,121.14,124.34,000,91.72
2002-08-12,106.86,127.66,56.46,115.09,000,84.90
2002-08-05,102.29,127.66,98.74,111.77,000,82.45
2002-07-29,110.86,129.03,105.14,105.14,000,77.56
2002-07-22,101.14,169.83,56.69,108.00,81759100,79.67
2002-07-15,98.63,169.83,98.63,108.00,82900100,79.67
2002-07-08,108.91,124.69,98.63,103.77,000,76.55
2002-07-01,104.91,122.40,55.54,106.63,000,78.66
2002-06-24,100.00,120.80,48.00,102.86,000,75.88
2002-06-17,110.06,130.29,101.71,102.86,000,75.88
2002-06-10,110.86,130.51,104.00,104.00,000,76.72
2002-06-03,118.06,135.20,108.57,108.57,000,80.09
2002-05-27,120.00,133.83,116.34,118.06,000,86.53
2002-05-20,124.34,149.83,121.49,129.14,000,94.66
2002-05-13,117.49,147.89,117.49,123.20,000,90.30
2002-05-06,112.00,146.63,108.91,117.71,000,86.28
2002-04-29,127.20,147.89,112.00,112.00,000,82.09
2002-04-22,127.77,170.40,122.29,125.14,000,91.73
2002-04-15,132.34,209.03,132.34,134.06,000,98.26
2002-04-08,144.91,203.09,126.29,126.29,000,92.57
2002-04-01,148.23,172.00,130.63,150.06,000,109.99
2002-03-25,148.57,241.60,148.00,148.23,155569700,108.65
2002-03-18,160.57,187.54,153.14,153.14,000,112.25
2002-03-11,160.34,192.69,158.86,159.43,000,116.86
2002-03-04,156.57,192.11,155.20,166.29,000,121.89
2002-02-25,144.57,183.20,144.57,153.71,000,112.67
2002-02-18,149.14,174.06,144.00,147.77,000,108.31
2002-02-11,163.43,187.20,130.63,151.09,000,110.74
2002-02-04,170.29,203.09,156.00,164.91,000,120.88
2002-01-28,183.43,215.54,105.49,176.34,000,129.26
2002-01-21,186.63,214.86,181.49,186.06,000,136.38
2002-01-14,184.00,345.14,184.00,189.14,72789500,138.64
2002-01-07,207.43,234.40,188.00,191.43,000,140.32
2001-12-31,205.49,241.26,162.74,210.63,000,154.39
2001-12-24,204.57,209.49,204.57,205.14,000,150.37
2001-12-17,206.86,330.40,200.57,200.91,64226700,147.27
2001-12-10,209.14,253.71,200.34,200.34,44845500,146.85
2001-12-03,204.00,255.66,204.00,217.14,185767700,159.16
2001-11-26,216.00,253.03,104.80,205.71,92956400,150.79
2001-11-19,216.00,250.74,113.60,209.71,141135700,153.72
2001-11-12,199.20,339.54,199.20,213.71,193266400,156.11
2001-11-05,190.29,241.94,190.29,202.06,35931000,147.60
2001-10-29,186.63,186.63,180.34,185.49,000,135.49
2001-10-22,188.91,193.71,183.77,189.14,000,138.16
2001-10-15,178.63,190.86,178.63,185.14,000,135.24
2001-10-08,183.43,189.14,178.29,178.29,000,130.23
2001-10-01,168.00,178.63,168.00,178.29,000,130.23
2001-09-24,164.00,171.43,164.00,171.43,000,125.22
2001-09-17,152.57,161.71,152.57,161.71,000,118.13
2001-09-10,155.43,155.43,141.71,144.00,000,105.19
2001-09-03,154.51,164.57,153.14,153.14,000,111.87
2001-08-27,153.14,157.14,152.57,157.14,000,114.79
2001-08-20,146.29,153.14,146.29,153.14,000,111.87
2001-08-13,154.51,160.91,145.71,145.71,000,106.44
2001-08-06,175.20,175.20,156.57,156.57,000,114.37
2001-07-30,174.29,178.63,173.49,178.06,000,130.06
2001-07-23,169.71,169.71,154.51,165.71,000,121.05
2001-07-16,174.29,174.29,161.49,161.49,000,117.96
2001-07-09,174.63,179.77,165.71,179.77,000,131.32
2001-07-02,192.00,192.00,172.57,172.57,000,126.06
2001-06-25,171.43,180.00,166.86,180.00,000,131.48
2001-06-18,183.43,185.14,174.86,174.86,000,127.73
2001-06-11,200.00,200.00,187.43,188.00,000,137.33
2001-06-04,196.00,208.00,196.00,208.00,000,151.94
2001-05-28,223.20,223.20,198.86,198.86,000,144.75
2001-05-21,228.57,230.63,221.14,223.20,000,162.47
2001-05-14,217.14,228.91,217.14,225.14,62191500,163.89
2001-05-07,224.91,232.00,224.91,232.00,000,168.88
2001-04-30,242.63,242.63,216.34,224.91,000,163.72
2001-04-23,252.57,252.57,240.00,240.91,000,175.37
2001-04-16,246.86,261.71,239.20,252.57,000,183.85
2001-04-09,234.86,250.29,234.86,246.86,000,179.70
2001-04-02,222.63,232.34,212.00,232.34,000,169.13
2001-03-26,235.43,243.43,220.57,220.57,000,160.56
2001-03-19,229.49,236.57,220.57,222.06,000,161.64
2001-03-12,225.14,237.71,225.14,228.57,000,166.38
2001-03-05,216.91,238.06,216.91,230.29,000,167.63
2001-02-26,215.77,219.77,208.00,208.00,000,151.41
2001-02-19,226.29,226.29,209.49,210.86,000,153.49
2001-02-12,256.57,256.57,233.71,233.71,000,170.13
2001-02-05,265.14,265.14,247.20,247.20,000,179.94
2001-01-29,276.00,281.71,266.86,266.86,000,194.25
2001-01-22,264.57,273.71,258.29,273.71,000,199.25
2001-01-15,264.57,269.71,254.86,269.71,000,196.33
2001-01-08,260.34,269.71,248.00,269.71,000,196.33
2001-01-01,280.57,280.57,257.14,276.91,000,201.57
2000-12-25,265.14,280.57,265.14,280.57,000,204.24
2000-12-18,293.71,293.71,265.14,265.14,000,193.01
2000-12-11,313.14,316.00,289.14,289.49,000,210.73
2000-12-04,285.71,306.29,285.71,302.86,000,220.46
2000-11-27,292.57,292.57,275.77,290.29,000,211.31
2000-11-20,282.06,292.57,276.00,292.57,000,212.97
2000-11-13,272.34,304.00,272.34,300.57,000,218.29
2000-11-06,277.71,294.86,277.71,280.00,000,203.35
2000-10-30,327.77,327.77,289.14,289.14,000,209.99
2000-10-23,321.14,325.71,308.57,323.43,000,234.89
2000-10-16,300.34,315.43,288.00,315.43,000,229.08
2000-10-09,277.71,294.63,268.00,294.63,000,213.98
2000-10-02,286.86,301.14,285.49,289.14,000,209.99
2000-09-25,276.91,288.57,276.91,288.57,000,209.58
2000-09-18,302.29,302.29,269.71,269.71,000,195.88
2000-09-11,310.06,313.14,302.06,308.57,000,224.10
2000-09-04,325.71,333.71,322.29,324.57,000,235.72
2000-08-28,306.29,342.86,306.29,342.86,000,249.00
2000-08-21,302.29,306.29,290.86,306.29,000,222.44
2000-08-14,316.00,321.71,306.29,306.29,000,222.44
2000-08-07,312.34,319.43,308.57,308.57,000,224.10
2000-07-31,337.14,337.14,309.71,326.29,000,236.97
2000-07-24,345.14,347.43,320.34,320.34,000,232.65
2000-07-17,360.91,360.91,338.29,338.29,000,245.68
2000-07-10,359.20,359.20,347.43,349.71,000,253.98
2000-07-03,334.86,365.71,330.86,365.71,000,265.60
2000-06-26,339.43,340.00,301.71,305.14,27692000,221.61
2000-06-19,356.34,366.63,337.49,337.49,000,245.10
2000-06-12,362.29,374.29,362.29,371.43,000,269.75
2000-06-05,371.43,371.43,356.57,356.57,000,258.96
2000-05-29,321.49,382.86,321.49,382.86,000,277.56
2000-05-22,276.91,328.00,276.91,321.49,000,233.07
2000-05-15,318.06,318.06,277.14,277.14,000,200.92
2000-05-08,305.49,317.71,288.34,317.71,000,230.33
2000-05-01,336.57,336.57,306.86,316.34,000,229.34
2000-04-24,344.34,344.34,318.63,336.57,000,244.00
2000-04-17,326.63,362.06,326.63,344.34,000,249.64
2000-04-10,386.63,386.63,343.20,343.20,000,248.81
2000-04-03,382.29,406.29,364.57,406.29,000,294.55
2000-03-27,416.57,416.57,397.49,398.29,000,288.75
2000-03-20,434.86,434.86,420.34,420.91,000,305.15
2000-03-13,429.49,429.49,402.06,422.63,000,306.39
2000-03-06,456.00,456.00,432.57,438.63,000,317.99
2000-02-28,391.77,422.29,391.77,422.29,000,306.15
2000-02-21,354.86,413.49,354.86,413.49,000,299.77
2000-02-14,377.49,377.49,354.86,361.71,000,262.23
2000-02-07,382.29,406.06,382.29,402.06,000,291.48
2000-01-31,386.86,440.57,386.86,396.00,000,287.09
2000-01-24,381.71,398.86,376.91,392.91,000,284.85
2000-01-17,401.71,401.71,377.49,377.49,000,273.67
2000-01-10,344.91,373.71,340.34,373.71,000,270.93
2000-01-03,350.63,350.63,310.86,328.34,000,238.04
