Sagicor Financial Corporation,SFI.L,LSE,United Kingdom
Severfield-Rowen PLC,SFR.L,LSE,United Kingdom
Stagecoach Group PLC,SGC.L,LSE,United Kingdom
Sage Group (The) PLC,SGE.L,LSE,United Kingdom
SuperGroup PLC,SGP.L,LSE,United Kingdom
Segro PLC,SGRO.L,LSE,United Kingdom
Shaftesbury PLC,SHB.L,LSE,United Kingdom
SIG PLC,SHI.L,LSE,United Kingdom
Shire PLC,SHP.L,LSE,United Kingdom
SOCO International PLC,SIA.L,LSE,United Kingdom
Siemens AG,SIE.L,LSE,United Kingdom
Signet Group Ltd,SIG.L,LSE,United Kingdom
Symphony Intl Holdings,SIHL.L,LSE,United Kingdom
St Ives PLC,SIV.L,LSE,United Kingdom
Smurfit Kappa Group PLC,SKG.L,LSE,United Kingdom
SK Telecom Co., Ltd.,SKMD.L,LSE,United Kingdom
SkyePharma PLC,SKP.L,LSE,United Kingdom
Shanks Group PLC,SKS.L,LSE,United Kingdom
Standard Life PLC,SL.L,LSE,United Kingdom
Salamander Energy PLC,SMDR.L,LSE,United Kingdom
Smith (DS) PLC,SMDS.L,LSE,United Kingdom
Smiths Group PLC,SMIN.L,LSE,United Kingdom
Smart (J) & Co,SMJ.L,LSE,United Kingdom
St Modwen Properties PLC,SMP.L,LSE,United Kingdom
WH Smith PLC,SMWH.L,LSE,United Kingdom
Smith & Nephew PLC,SN.L,LSE,United Kingdom
Senior PLC,SNR.L,LSE,United Kingdom
Sports Direct Intl,SPD.L,LSE,United Kingdom
Superglass Holdings PLC,SPGH.L,LSE,United Kingdom
Sportech PLC,SPO.L,LSE,United Kingdom
Sperati (C.A.),SPR.L,LSE,United Kingdom
Spirent Communications PLC,SPT.L,LSE,United Kingdom
Spirax-Sarco Engineering PLC,SPX.L,LSE,United Kingdom
Serco Group PLC,SRP.L,LSE,United Kingdom
SSE PLC,SSE.L,LSE,United Kingdom
Standard Chartered PLC,STAN.L,LSE,United Kingdom
Stewart & Wight PLC,STE.L,LSE,United Kingdom
SThree PLC,STHR.L,LSE,United Kingdom
St James's Place PLC,STJ.L,LSE,United Kingdom
Stobart Group Ltd,STOB.L,LSE,United Kingdom
stv Group PLC,STVG.L,LSE,United Kingdom
Styles & Wood Group PLC,STY.L,LSE,United Kingdom
Stavert Zigomala PLC,STZ.L,LSE,United Kingdom
S & U PLC,SUS.L,LSE,United Kingdom
SVG Capital PLC,SVI.L,LSE,United Kingdom
Savills PLC,SVS.L,LSE,United Kingdom
Severn Trent PLC,SVT.L,LSE,United Kingdom
Spectris PLC,SXS.L,LSE,United Kingdom
Synergy Health PLC,SYR.L,LSE,United Kingdom
TalkTalk Telecom Group PLC,TALK.L,LSE,United Kingdom
Talvivaara Mining Company PLC,TALV.L,LSE,United Kingdom
Tate & Lyle PLC,TATE.L,LSE,United Kingdom
Thomas Cook Group PLC,TCG.L,LSE,United Kingdom
Town Centre Securities PLC,TCSC.L,LSE,United Kingdom
Telecity Group PLC,TCY.L,LSE,United Kingdom
Telefonica SA,TDE.L,LSE,United Kingdom
Telecom plus PLC,TEP.L,LSE,United Kingdom
Treatt PLC,TET.L,LSE,United Kingdom
Thorpe (F W) PLC,TFW.L,LSE,United Kingdom
Thorntons PLC,THT.L,LSE,United Kingdom
Innovation Group (The) PLC,TIG.L,LSE,United Kingdom
Tullett Prebon PLC,TLPR.L,LSE,United Kingdom
Tullow Oil PLC,TLW.L,LSE,United Kingdom
Trinity Mirror PLC,TNI.L,LSE,United Kingdom
RSM Tenon Group PLC,TNO.L,LSE,United Kingdom
Titon Holdings PLC,TON.L,LSE,United Kingdom
Travis Perkins PLC,TPK.L,LSE,United Kingdom
Topps Tiles PLC,TPT.L,LSE,United Kingdom
Tribal Group PLC,TRB.L,LSE,United Kingdom
Triad Group PLC,TRD.L,LSE,United Kingdom
Trifast PLC,TRI.L,LSE,United Kingdom
Torotrak PLC,TRK.L,LSE,United Kingdom
Tarsus Group PLC,TRS.L,LSE,United Kingdom
Tesco PLC,TSCO.L,LSE,United Kingdom
TUI Travel PLC,TT.L,LSE,United Kingdom
Total SA,TTA.L,LSE,United Kingdom
TT electronics PLC,TTG.L,LSE,United Kingdom
Taylor Wimpey PLC,TW.L,LSE,United Kingdom
Tex Holdings PLC,TXH.L,LSE,United Kingdom
UBM PLC,UBM.L,LSE,United Kingdom
United Drug PLC,UDG.L,LSE,United Kingdom
UK Coal PLC,UKC.L,LSE,United Kingdom
UK Mail Group PLC,UKM.L,LSE,United Kingdom
UK Select Trust Ltd,UKT.L,LSE,United Kingdom
Ultra Electronics Holdings PLC,ULE.L,LSE,United Kingdom
Unilever PLC,ULVR.L,LSE,United Kingdom
UNITE Group PLC,UTG.L,LSE,United Kingdom
UTV Media PLC,UTV.L,LSE,United Kingdom
United Utilities Group PLC,UU.L,LSE,United Kingdom
Victoria PLC,VCP.L,LSE,United Kingdom
Victrex PLC,VCT.L,LSE,United Kingdom
Vectura Group PLC,VEC.L,LSE,United Kingdom
Vedanta Resources PLC,VED.L,LSE,United Kingdom
Volkswagen AG,VKW.L,LSE,United Kingdom
Vislink PLC,VLK.L,LSE,United Kingdom
Volex PLC,VLX.L,LSE,United Kingdom
Virgin Media Inc,VMED.L,LSE,United Kingdom
Vodafone Group PLC,VOD.L,LSE,United Kingdom
Vp PLC,VP.L,LSE,United Kingdom
Vitec Group (The) PLC,VTC.L,LSE,United Kingdom
Walker Crips Group PLC,WCW.L,LSE,United Kingdom
Weir Group PLC,WEIR.L,LSE,United Kingdom
Wood Group (John) PLC,WG.L,LSE,United Kingdom
Wilmington Group PLC,WIL.L,LSE,United Kingdom
Wincanton PLC,WIN.L,LSE,United Kingdom
Workspace Group PLC,WKP.L,LSE,United Kingdom
Wolfson Microelectronics PLC,WLF.L,LSE,United Kingdom
William Hill PLC,WMH.L,LSE,United Kingdom
Warner Estate Holdings PLC,WNER.L,LSE,United Kingdom
Wolseley PLC,WOS.L,LSE,United Kingdom
WPP PLC,WPP.L,LSE,United Kingdom
Worthington Group PLC,WRN.L,LSE,United Kingdom
Worldsec Ltd,WSL.L,LSE,United Kingdom
Wynnstay Properties PLC,WSP.L,LSE,United Kingdom
Whitbread PLC,WTB.L,LSE,United Kingdom
Waterman Group PLC,WTM.L,LSE,United Kingdom
Xaar PLC,XAR.L,LSE,United Kingdom
Xchanging PLC,XCH.L,LSE,United Kingdom
XP Power Ltd,XPP.L,LSE,United Kingdom
Xstrata PLC,XTA.L,LSE,United Kingdom
Yamana Gold Inc,YAU.L,LSE,United Kingdom
hibu PLC,YELL.L,LSE,United Kingdom
Yule Catto & Co PLC,YULC.L,LSE,United Kingdom
Zotefoams PLC,ZTF.L,LSE,United Kingdom
